category,section,title,url,description,source,stars,github_url
GitHub (anthropics),claude-plugins-official/plugins/csharp-lsp,csharp-lsp,anthropic-collection/claude-plugins-official/plugins/csharp-lsp/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/cwc-makers,cwc-makers,anthropic-collection/claude-plugins-official/plugins/cwc-makers/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/cwc-makers/commands,Maker Setup,anthropic-collection/claude-plugins-official/plugins/cwc-makers/commands/maker-setup.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/cwc-makers/skills/cardputer-buddy,cardputer-buddy,anthropic-collection/claude-plugins-official/plugins/cwc-makers/skills/cardputer-buddy/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/cwc-makers/skills/m5-onboard,m5-onboard,anthropic-collection/claude-plugins-official/plugins/cwc-makers/skills/m5-onboard/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/example-plugin,Example Plugin,anthropic-collection/claude-plugins-official/plugins/example-plugin/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/example-plugin/commands,Example Command,anthropic-collection/claude-plugins-official/plugins/example-plugin/commands/example-command.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/example-plugin/skills/example-command,example-command,anthropic-collection/claude-plugins-official/plugins/example-plugin/skills/example-command/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/example-plugin/skills/example-skill,example-skill,anthropic-collection/claude-plugins-official/plugins/example-plugin/skills/example-skill/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/explanatory-output-style,Explanatory Output Style Plugin,anthropic-collection/claude-plugins-official/plugins/explanatory-output-style/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/feature-dev,Feature Development Plugin,anthropic-collection/claude-plugins-official/plugins/feature-dev/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/feature-dev/agents,Code Architect,anthropic-collection/claude-plugins-official/plugins/feature-dev/agents/code-architect.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/feature-dev/agents,Code Explorer,anthropic-collection/claude-plugins-official/plugins/feature-dev/agents/code-explorer.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/feature-dev/agents,Code Reviewer,anthropic-collection/claude-plugins-official/plugins/feature-dev/agents/code-reviewer.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/feature-dev/commands,Feature Dev,anthropic-collection/claude-plugins-official/plugins/feature-dev/commands/feature-dev.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/frontend-design,Frontend Design Plugin,anthropic-collection/claude-plugins-official/plugins/frontend-design/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/frontend-design/skills/frontend-design,frontend-design,anthropic-collection/claude-plugins-official/plugins/frontend-design/skills/frontend-design/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/gopls-lsp,gopls-lsp,anthropic-collection/claude-plugins-official/plugins/gopls-lsp/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/hookify,Hookify Plugin,anthropic-collection/claude-plugins-official/plugins/hookify/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/hookify/agents,Conversation Analyzer,anthropic-collection/claude-plugins-official/plugins/hookify/agents/conversation-analyzer.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/hookify/commands,Configure,anthropic-collection/claude-plugins-official/plugins/hookify/commands/configure.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/hookify/commands,Help,anthropic-collection/claude-plugins-official/plugins/hookify/commands/help.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/hookify/commands,Hookify,anthropic-collection/claude-plugins-official/plugins/hookify/commands/hookify.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/hookify/commands,List,anthropic-collection/claude-plugins-official/plugins/hookify/commands/list.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/hookify/examples,Console Log Warning.Local,anthropic-collection/claude-plugins-official/plugins/hookify/examples/console-log-warning.local.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/hookify/examples,Dangerous Rm.Local,anthropic-collection/claude-plugins-official/plugins/hookify/examples/dangerous-rm.local.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/hookify/examples,Require Tests Stop.Local,anthropic-collection/claude-plugins-official/plugins/hookify/examples/require-tests-stop.local.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/hookify/examples,Sensitive Files Warning.Local,anthropic-collection/claude-plugins-official/plugins/hookify/examples/sensitive-files-warning.local.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/hookify/skills/writing-rules,writing-rules,anthropic-collection/claude-plugins-official/plugins/hookify/skills/writing-rules/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/jdtls-lsp,jdtls-lsp,anthropic-collection/claude-plugins-official/plugins/jdtls-lsp/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/kotlin-lsp,Readme,anthropic-collection/claude-plugins-official/plugins/kotlin-lsp/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/learning-output-style,Learning Style Plugin,anthropic-collection/claude-plugins-official/plugins/learning-output-style/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/lua-lsp,lua-lsp,anthropic-collection/claude-plugins-official/plugins/lua-lsp/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/math-olympiad,math-olympiad,anthropic-collection/claude-plugins-official/plugins/math-olympiad/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/math-olympiad/skills/math-olympiad,math-olympiad,anthropic-collection/claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/SKILL.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references,Adversarial Verifier Prompts — Math Olympiad,anthropic-collection/claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references/adversarial_prompts.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references,Solver-Refiner Agent Prompt,anthropic-collection/claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references/attempt_agent.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references,Construction Patterns,anthropic-collection/claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references/known_constructions.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references,Model Tier Defaults,anthropic-collection/claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references/model_tier_defaults.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references,Presentation Pass — Prompts and Templates,anthropic-collection/claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references/presentation_prompts.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references,Solver Heuristics (Pólya + Olympiad Practice),anthropic-collection/claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references/solver_heuristics.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references,Verifier Patterns — Olympiad Subset,anthropic-collection/claude-plugins-official/plugins/math-olympiad/skills/math-olympiad/references/verifier_patterns.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
GitHub (anthropics),claude-plugins-official/plugins/mcp-server-dev,mcp-server-dev,anthropic-collection/claude-plugins-official/plugins/mcp-server-dev/README.md,,Local: anthropics/claude-plugins-official,,https://github.com/anthropics/claude-plugins-official
